data-page-selector,full_address,County,Property Type,Subtype,Tenancy,Total Building SqFt,Total Building Suites,has_parking,Vacant SqFt
https://www.crexi.com/lease/properties/986635/california-topanga-gateway,"21915 Ventura Blvd & 21927 Ventura Blvd & 21935 Ventura Blvd & 5424 Topanga Canyon Blvd & 5422 Topanga Canyon Boulevard, Los Angeles, CA 91364",Los Angeles County,"Retail, Restaurant",Commercial,Multiple,"5,637",,TRUE,"5,637"
https://www.crexi.com/lease/properties/424495/california-mission-plaza,"9535 Mission Gorge Rd, Santee, CA 92071",San Diego County,"Retail, Restaurant",Commercial,Multiple,"19,898",,FALSE,"2,100"
https://www.crexi.com/lease/properties/874162/california-5801-geary-boulevard,"5801 Geary Blvd, San Francisco, CA 94121",San Francisco County,"Retail, Restaurant",Commercial,Multiple,"1,350",,FALSE,"1,350"
https://www.crexi.com/lease/properties/1027915/california-115-hartz-ave,"115 Hartz Ave, Danville, CA 94526",Contra Costa County,"Retail, Restaurant",Commercial,Multiple,"5,872",,TRUE,"2,177"
https://www.crexi.com/lease/properties/957279/california-250-entrada-dr,"250 Entrada Dr, Novato, CA 94949",Marin County,"Retail, Restaurant","Commercial, Bar",Multiple,"15,026",,FALSE,"15,026"
https://www.crexi.com/lease/properties/976050/california-1141-n-mt-vernon-ave,"1141 N Mt Vernon Ave, Colton, CA 92324",San Bernardino County,"Retail, Restaurant","Commercial, Free Standing",Single,"5,104",,FALSE,"5,104"
https://www.crexi.com/lease/properties/607953/california-1250-prospect-st-la-jolla,"1250 Prospect St, San Diego, CA 92037",,"Retail, Restaurant","Office, Retail",Multiple,"50,398",4,FALSE,"12,880"
https://www.crexi.com/lease/properties/547913/california-gelsons-village-calabasas,"22279 Mulholland Hwy, Calabasas, CA 91302",,"Retail, Restaurant",retail,Multiple,"63,814",,TRUE,"2,245"
https://www.crexi.com/lease/properties/399677/california-90-charter-oak-ave,"90 Charter Oak Ave, SF, CA 94124",San Francisco County,"Retail, Restaurant",Kitchen,Multiple,200,,FALSE,200
https://www.crexi.com/lease/properties/858175/california-point-west-plaza,"Sacramento, CA, Sacramento, CA 95835",Sacramento County,"Retail, Restaurant","Anchor Tenant, Grocery, Home Improvement, Fitness, Restaurants, Drive Thru, Car Wash, Gas Station, Retail",Multiple,"190,000",,FALSE,"190,000"
https://www.crexi.com/lease/properties/750412/california-main-street-retail-center,"999 Main St, Watsonville, CA 95076",,"Retail, Restaurant","Retail, Food Service",Multiple,"20,000",6,TRUE,"3,275"
https://www.crexi.com/lease/properties/698161/california-3107-beverly-blvd,"3107 Beverly Blvd, Los Angeles, CA 90026",Los Angeles County,"Retail, Restaurant",Commercial,Multiple,"8,622",,TRUE,"7,122"
https://www.crexi.com/lease/properties/132956/california-the-san-fernando-building,"400 Main St, Los Angeles, CA 90013",,"Retail, Restaurant","License 48, Entertainment, Art Gallery, High Ceiling, Live Entertainment",Multiple,"89,793",,FALSE,"10,232"
https://www.crexi.com/lease/properties/300912/california-truckee-crossroads,"11399 Deerfield Dr, Truckee, CA 96161",Nevada County,"Retail, Restaurant","Strip center, Retail Inline, Commercial",Multiple,"26,553",,TRUE,"7,150"
https://www.crexi.com/lease/properties/144072/california-hawkeye-shopping-center,"809-869 W. Hawkeye Ave., Turlock, CA 95380",Stanislaus County,"Retail, Restaurant",Restaurant,Multiple,"20,050",9,TRUE,"3,500"
https://www.crexi.com/lease/properties/59228/california-village-at-newbury-park,"1015 Broadbeck Dr, Thousand Oaks, CA 91320",,"Retail, Restaurant",Shopping Center,Multiple,"23,239",,FALSE,"2,010"
https://www.crexi.com/lease/properties/1032143/california-prime-in-store-restaurant-opportunity,"10545 Fairway Dr, Roseville, CA 95678",,"Retail, Restaurant",In-Store Restaurant,Single,"5,289",,FALSE,600
https://www.crexi.com/lease/properties/670885/california-agoura-hills-town-center,"30105 - 30135 Agoura Rd, Agoura Hills, CA 91301",Los Angeles County,"Retail, Restaurant",Commercial,Multiple,"56,000",,TRUE,"18,234"
https://www.crexi.com/lease/properties/735539/california-5410-wilshire-blvd,"5410 Wilshire Blvd, Los Angeles, CA 90036",Los Angeles County,"Retail, Restaurant","Commercial, Retail, Restaurant",Multiple,"60,000",,FALSE,"4,249"
https://www.crexi.com/lease/properties/822107/california-1440-sf-of-inline-space,"1127 N Willow Ave, Clovis, CA 93611",Fresno County,"Retail, Restaurant","food, barber, fitness",Single,"1,440",,FALSE,"1,440"
https://www.crexi.com/lease/properties/147049/california-plaza-de-oro,"2901 Sunrise Blvd, Rancho Cordova, CA 95742",,"Retail, Restaurant, Industrial","Warehouse, Fitness",Multiple,"4,465",,FALSE,"4,465"
https://www.crexi.com/lease/properties/718545/california-available-drive-thru-shop-space,"336 Mercey Springs Rd, Los Banos, CA 93635",,"Retail, Restaurant, Office","Creative Office, Medical Office",Multiple,"5,000",3,FALSE,"5,000"
https://www.crexi.com/lease/properties/822510/california-645-fairfield-dr,"645 Fairfield Dr, Merced, CA 95348",,"Retail, Restaurant, Special Purpose",Theater,Multiple,"22,896",3,TRUE,"22,896"
https://www.crexi.com/lease/properties/985747/california-3017-wilson,"3017 Wilson Rd, Bakersfield, CA 93304",,"Retail, Restaurant, Special Purpose","restaurant, office, Shops and Anchor, Co-Anchor, Shop Space",Single,"4,168",,TRUE,"4,168"
https://www.crexi.com/lease/properties/710455/california-9641-fair-oaks-blvd,"9641 Fair Oaks Blvd, Fair Oaks, CA 95628",Sacramento County,"Retail, Restaurant, Special Purpose","Mixed Use, Medical, QSR",Single,"29,000",,FALSE,"29,000"
https://www.crexi.com/lease/properties/854027/california-sec-bernard-dr-powers-dr-kettleman-ca,"27627 Bernard Dr, Kettleman City, CA 93239",,"Retail, Restaurant, Special Purpose","Food, QSR",Multiple,"1,800",,TRUE,"1,800"
https://www.crexi.com/lease/properties/911396/california-one-stop-market,"163 S Ramona Blvd, San Jacinto, CA 92583",,"Retail, Restaurant, Special Purpose","Convenience Store, Grocery Store, Specialty Store, Freestanding, Storefront, Storefront Retail, Other Retail, Quick Service Restaurant, Fast Casual Restaurant",Multiple,"2,900",2,TRUE,"2,900"
